source,target,value,shared_articles_count,source_tokens,target_tokens,overlap_tokens,overlap_count
president nicolás,authoritarian president,4,4,nicol | president | president nicol,authoritarian | authoritarian president | president,president,1
president nicolás maduro,authoritarian president,4,4,maduro | nicol | nicol maduro | president | president nicol,authoritarian | authoritarian president | president,president,1
prime minister,prime justin,4,4,minister | prime | prime minister,justin | prime | prime justin,prime,1
prime minister,prime justin trudeau,4,4,minister | prime | prime minister,justin | justin trudeau | prime | prime justin | trudeau,prime,1
prime minister narendra,india prime,4,4,minister | minister narendra | narendra | prime | prime minister,india | india prime | prime,prime,1
prime minister narendra,narendra modi india,4,4,minister | minister narendra | narendra | prime | prime minister,india | modi | modi india | narendra | narendra modi,narendra,1
putin russia,russia war,4,4,putin | putin russia | russia,russia | russia war | war,russia,1
russia ukraine,war russia,4,4,russia | russia ukraine | ukraine,russia | war | war russia,russia,1
second term,first term,4,4,second | second term | term,first | first term | term,term,1
secretary lloyd,defense secretary,4,4,lloyd | secretary | secretary lloyd,defense | defense secretary | secretary,secretary,1
secretary lloyd,lloyd austin,4,4,lloyd | secretary | secretary lloyd,austin | lloyd | lloyd austin,lloyd,1
secretary lloyd austin,austin iii,4,4,austin | lloyd | lloyd austin | secretary | secretary lloyd,austin | austin iii | iii,austin,1
secretary lloyd austin,defense secretary,4,4,austin | lloyd | lloyd austin | secretary | secretary lloyd,defense | defense secretary | secretary,secretary,1
shopping season,holiday shopping,4,4,season | shopping | shopping season,holiday | holiday shopping | shopping,shopping,1
soccer fans,soccer match,4,4,fans | soccer | soccer fans,match | soccer | soccer match,soccer,1
study finds,new study,4,4,finds | study | study finds,new | new study | study,study,1
tariffs chinese,new tariffs,4,4,chinese | tariffs | tariffs chinese,new | new tariffs | tariffs,tariffs,1
trump administration,donald trump trump,4,4,administration | trump | trump administration,donald | donald trump | trump | trump trump,trump,1
trump administration,trump trump,4,4,administration | trump | trump administration,trump | trump trump,trump,1
ukrainian forces,russian forces,4,4,forces | ukrainian | ukrainian forces,forces | russian | russian forces,forces,1
volodymyr zelensky putin,vladimir putin,4,4,putin | volodymyr | volodymyr zelensky | zelensky | zelensky putin,putin | vladimir | vladimir putin,putin,1
wall street,street banks,4,4,street | wall | wall street,banks | street | street banks,street,1
war ukraine,volodymyr zelensky ukraine,4,4,ukraine | war | war ukraine,ukraine | volodymyr | volodymyr zelensky | zelensky | zelensky ukraine,ukraine,1
war ukraine,zelensky ukraine,4,4,ukraine | war | war ukraine,ukraine | zelensky | zelensky ukraine,ukraine,1
william ruto,president william,4,4,ruto | william | william ruto,president | president william | william,william,1
zelensky putin,vladimir putin,4,4,putin | zelensky | zelensky putin,putin | vladimir | vladimir putin,putin,1
zelensky putin russia,russia war,4,4,putin | putin russia | russia | zelensky | zelensky putin,russia | russia war | war,russia,1
abortion access,abortion ban,3,3,abortion | abortion access | access,abortion | abortion ban | ban,abortion,1
abortion bans,anti abortion,3,3,abortion | abortion bans | bans,abortion | anti | anti abortion,abortion,1
abortion rights,abortion pill,3,3,abortion | abortion rights | rights,abortion | abortion pill | pill,abortion,1
according new,new study,3,3,according | according new | new,new | new study | study,new,1
accused plotting,man accused,3,3,accused | accused plotting | plotting,accused | man | man accused,accused,1
analytics firm,data analytics,3,3,analytics | analytics firm | firm,analytics | data | data analytics,analytics,1
anti doping,doping case,3,3,anti | anti doping | doping,case | doping | doping case,doping,1
anti doping agency,doping case,3,3,agency | anti | anti doping | doping | doping agency,case | doping | doping case,doping,1
assisting hong,hong kong,3,3,assisting | assisting hong | hong,hong | hong kong | kong,hong,1
assisting hong,hong kong intelligence,3,3,assisting | assisting hong | hong,hong | hong kong | intelligence | kong | kong intelligence,hong,1
black voters,black men,3,3,black | black voters | voters,black | black men | men,black,1
card late,late fees,3,3,card | card late | late,fees | late | late fees,late,1
central bank,central bankers,3,3,bank | central | central bank,bankers | central | central bankers,central,1
chinese doping,23 chinese,3,3,chinese | chinese doping | doping,23 | 23 chinese | chinese,chinese,1
chinese doping,23 chinese swimmers,3,3,chinese | chinese doping | doping,23 | 23 chinese | chinese | chinese swimmers | swimmers,chinese,1
chinese doping case,23 chinese,3,3,case | chinese | chinese doping | doping | doping case,23 | 23 chinese | chinese,chinese,1
chinese doping case,23 chinese swimmers,3,3,case | chinese | chinese doping | doping | doping case,23 | 23 chinese | chinese | chinese swimmers | swimmers,chinese,1
chinese swimmers,23 chinese,3,3,chinese | chinese swimmers | swimmers,23 | 23 chinese | chinese,chinese,1
chinese swimmers tested,23 chinese,3,3,chinese | chinese swimmers | swimmers | swimmers tested | tested,23 | 23 chinese | chinese,chinese,1
climate summit,climate talks,3,3,climate | climate summit | summit,climate | climate talks | talks,climate,1
credit card,card late,3,3,card | credit | credit card,card | card late | late,card,1
cut rates,cut interest,3,3,cut | cut rates | rates,cut | cut interest | interest,cut,1
cut rates,cutting interest rates,3,3,cut | cut rates | rates,cutting | cutting interest | interest | interest rates | rates,rates,1
doping agency,doping case,3,3,agency | doping | doping agency,case | doping | doping case,doping,1
eastern ukraine,ukraine war,3,3,eastern | eastern ukraine | ukraine,ukraine | ukraine war | war,ukraine,1
electric car,electric cars,3,3,car | electric | electric car,cars | electric | electric cars,electric,1
electric car,electric vehicles,3,3,car | electric | electric car,electric | electric vehicles | vehicles,electric,1
electric cars,chinese electric,3,3,cars | electric | electric cars,chinese | chinese electric | electric,electric,1
end war,ukraine war,3,3,end | end war | war,ukraine | ukraine war | war,war,1
end war,war russia,3,3,end | end war | war,russia | war | war russia,war,1
entertainment concert,live nation entertainment,3,3,concert | entertainment | entertainment concert,entertainment | live | live nation | nation | nation entertainment,entertainment,1
european union,european parliament,3,3,european | european union | union,european | european parliament | parliament,european,1
fatal shooting,shooting black,3,3,fatal | fatal shooting | shooting,black | shooting | shooting black,shooting,1
gaza israel,southern gaza,3,3,gaza | gaza israel | israel,gaza | southern | southern gaza,gaza,1
gaza strip,gaza war,3,3,gaza | gaza strip | strip,gaza | gaza war | war,gaza,1
gaza war,gaza israel,3,3,gaza | gaza war | war,gaza | gaza israel | israel,gaza,1
global antidoping,antidoping regulator,3,3,antidoping | global | global antidoping,antidoping | antidoping regulator | regulator,antidoping,1
global climate,nations climate,3,3,climate | global | global climate,climate | nations | nations climate,climate,1
global climate,united nations climate,3,3,climate | global | global climate,climate | nations | nations climate | united | united nations,climate,1
hard right,far right,3,3,hard | hard right | right,far | far right | right,right,1
israel hezbollah,israel war,3,3,hezbollah | israel | israel hezbollah,israel | israel war | war,israel,1
israel military,israel hezbollah,3,3,israel | israel military | military,hezbollah | israel | israel hezbollah,israel,1
israeli airstrike,israeli airstrikes,3,3,airstrike | israeli | israeli airstrike,airstrikes | israeli | israeli airstrikes,israeli,1
israeli forces,israeli airstrikes,3,3,forces | israeli | israeli forces,airstrikes | israeli | israeli airstrikes,israeli,1
israeli military said,israeli officials,3,3,israeli | israeli military | military,israeli | israeli officials | officials,israeli,1
labor department,child labor,3,3,department | labor | labor department,child | child labor | labor,labor,1
late fees,credit card late,3,3,fees | late | late fees,card | card late | credit | credit card | late,late,1
man accused,accused mastermind,3,3,accused | man | man accused,accused | accused mastermind | mastermind,accused,1
man drove,drove vehicle,3,3,drove | man | man drove,drove | drove vehicle | vehicle,drove,1
man drove,drove vehicle crowd,3,3,drove | man | man drove,crowd | drove | drove vehicle | vehicle | vehicle crowd,drove,1
millions dollars,tens millions,3,3,dollars | millions | millions dollars,millions | tens | tens millions,millions,1
nation entertainment,entertainment concert,3,3,entertainment | nation | nation entertainment,concert | entertainment | entertainment concert,entertainment,1
nation entertainment,live nation,3,3,entertainment | nation | nation entertainment,live | live nation | nation,nation,1
nation entertainment concert,live nation,3,3,concert | entertainment | entertainment concert | nation | nation entertainment,live | live nation | nation,nation,1
national security,security trial,3,3,national | national security | security,security | security trial | trial,security,1
netanyahu israel,israel military,3,3,israel | netanyahu | netanyahu israel,israel | israel military | military,israel,1
netanyahu netanyahu israel,israel military,3,3,israel | netanyahu | netanyahu israel | netanyahu netanyahu,israel | israel military | military,israel,1
new research,according new,3,3,new | new research | research,according | according new | new,new,1
opening ceremony,olympics opening,3,3,ceremony | opening | opening ceremony,olympics | olympics opening | opening,opening,1
percent year,rose percent,3,3,percent | percent year | year,percent | rose | rose percent,percent,1
police department,justice department,3,3,department | police | police department,department | justice | justice department,department,1
positive tests,positive banned,3,3,positive | positive tests | tests,banned | positive | positive banned,positive,1
positive tests,positive banned drug,3,3,positive | positive tests | tests,banned | banned drug | drug | positive | positive banned,positive,1
positive tests,tested positive banned,3,3,positive | positive tests | tests,banned | positive | positive banned | tested | tested positive,positive,1
president elect,vice president,3,3,elect | president | president elect,president | vice | vice president,president,1
president elect donald,vice president,3,3,donald | elect | elect donald | president | president elect,president | vice | vice president,president,1
pro democracy,democracy activists,3,3,democracy | pro | pro democracy,activists | democracy | democracy activists,democracy,1
semiconductor manufacturing,chip manufacturing,3,3,manufacturing | semiconductor | semiconductor manufacturing,chip | chip manufacturing | manufacturing,manufacturing,1
street banks,losses wall street,3,3,banks | street | street banks,losses | losses wall | street | wall | wall street,street,1
swimmers tested,23 chinese swimmers,3,3,swimmers | swimmers tested | tested,23 | 23 chinese | chinese | chinese swimmers | swimmers,swimmers,1
swimmers tested positive,23 chinese swimmers,3,3,positive | swimmers | swimmers tested | tested | tested positive,23 | 23 chinese | chinese | chinese swimmers | swimmers,swimmers,1
tariffs chinese,trump tariffs,3,3,chinese | tariffs | tariffs chinese,tariffs | trump | trump tariffs,tariffs,1
tests banned,positive tests,3,3,banned | tests | tests banned,positive | positive tests | tests,tests,1
trump administration,trump said,3,3,administration | trump | trump administration,trump,trump,1
trump tariffs,elect donald trump,3,3,tariffs | trump | trump tariffs,donald | donald trump | elect | elect donald | trump,trump,1
ukraine war,invasion ukraine,3,3,ukraine | ukraine war | war,invasion | invasion ukraine | ukraine,ukraine,1
ukraine war,support ukraine,3,3,ukraine | ukraine war | war,support | support ukraine | ukraine,ukraine,1
ukrainian officials,ukrainian forces,3,3,officials | ukrainian | ukrainian officials,forces | ukrainian | ukrainian forces,ukrainian,1
united states,united nations,3,3,states | united | united states,nations | united | united nations,united,1
vehicle crowd,drove vehicle,3,3,crowd | vehicle | vehicle crowd,drove | drove vehicle | vehicle,vehicle,1
vehicle crowd,man drove vehicle,3,3,crowd | vehicle | vehicle crowd,drove | drove vehicle | man | man drove | vehicle,vehicle,1
wall street,losses wall,3,3,street | wall | wall street,losses | losses wall | wall,wall,1
wall street banks,losses wall,3,3,banks | street | street banks | wall | wall street,losses | losses wall | wall,wall,1
war gaza,cease fire gaza,3,3,gaza | war | war gaza,cease | cease fire | fire | fire gaza | gaza,gaza,1
war gaza,fire gaza,3,3,gaza | war | war gaza,fire | fire gaza | gaza,gaza,1
war israel,gaza war,3,3,israel | war | war israel,gaza | gaza war | war,war,1
war ukraine,war russia,3,3,ukraine | war | war ukraine,russia | war | war russia,war,1
willie mays,mays died,3,3,mays | willie | willie mays,died | mays | mays died,mays,1
world anti doping,doping case,3,3,anti | anti doping | doping | world | world anti,case | doping | doping case,doping,1
10 billion,billion losses,2,2,10 | 10 billion | billion,billion | billion losses | losses,billion,1
10 billion,billion year,2,2,10 | 10 billion | billion,billion | billion year | year,billion,1
10 billion,households 10,2,2,10 | 10 billion | billion,10 | households | households 10,10,1
10 billion,roughly 10,2,2,10 | 10 billion | billion,10 | roughly | roughly 10,10,1
10 billion losses,losses wall,2,2,10 | 10 billion | billion | billion losses | losses,losses | losses wall | wall,losses,1
10 billion losses,losses wall street,2,2,10 | 10 billion | billion | billion losses | losses,losses | losses wall | street | wall | wall street,losses,1
10 billion losses,roughly 10,2,2,10 | 10 billion | billion | billion losses | losses,10 | roughly | roughly 10,10,1
10 billion year,households 10,2,2,10 | 10 billion | billion | billion year | year,10 | households | households 10,10,1
11 2001,11 case,2,2,11 | 11 2001 | 2001,11 | 11 case | case,11,1
accused plotting,accused mastermind,2,2,accused | accused plotting | plotting,accused | accused mastermind | mastermind,accused,1
administration thursday,biden administration,2,2,administration | administration thursday | thursday,administration | biden | biden administration,administration,1
analytics firm,firm helped,2,2,analytics | analytics firm | firm,firm | firm helped | helped,firm,1
anti doping,chinese doping,2,2,anti | anti doping | doping,chinese | chinese doping | doping,doping,1
anti doping,chinese doping case,2,2,anti | anti doping | doping,case | chinese | chinese doping | doping | doping case,doping,1
anti doping agency,chinese doping,2,2,agency | anti | anti doping | doping | doping agency,chinese | chinese doping | doping,doping,1
anti doping agency,chinese doping case,2,2,agency | anti | anti doping | doping | doping agency,case | chinese | chinese doping | doping | doping case,doping,1
anti immigration,anti immigrant,2,2,anti | anti immigration | immigration,anti | anti immigrant | immigrant,anti,1
armed gangs,haiti gangs,2,2,armed | armed gangs | gangs,gangs | haiti | haiti gangs,gangs,1
banned drug,banned substance,2,2,banned | banned drug | drug,banned | banned substance | substance,banned,1
banned drug,positive tests banned,2,2,banned | banned drug | drug,banned | positive | positive tests | tests | tests banned,banned,1
banned substance,positive banned drug,2,2,banned | banned substance | substance,banned | banned drug | drug | positive | positive banned,banned,1
banned substance,positive powerful banned,2,2,banned | banned substance | substance,banned | positive | positive powerful | powerful | powerful banned,banned,1
banned substance,powerful banned,2,2,banned | banned substance | substance,banned | powerful | powerful banned,banned,1
became first,first black,2,2,became | became first | first,black | first | first black,first,1
billion losses,losses wall,2,2,billion | billion losses | losses,losses | losses wall | wall,losses,1
billion losses,losses wall street,2,2,billion | billion losses | losses,losses | losses wall | street | wall | wall street,losses,1
black men,older black,2,2,black | black men | men,black | older | older black,black,1
capital management,collapse archegos capital,2,2,capital | capital management | management,archegos | archegos capital | capital | collapse | collapse archegos,capital,1
chinese electric,tariffs electric,2,2,chinese | chinese electric | electric,electric | tariffs | tariffs electric,electric,1
chinese swimmers,chinese athletes,2,2,chinese | chinese swimmers | swimmers,athletes | chinese | chinese athletes,chinese,1
chinese swimmers tested,tested positive powerful,2,2,chinese | chinese swimmers | swimmers | swimmers tested | tested,positive | positive powerful | powerful | tested | tested positive,tested,1
collapse archegos,archegos capital,2,2,archegos | collapse | collapse archegos,archegos | archegos capital | capital,archegos,1
collapse archegos,archegos capital management,2,2,archegos | collapse | collapse archegos,archegos | archegos capital | capital | capital management | management,archegos,1
consumer price,price increases,2,2,consumer | consumer price | price,increases | price | price increases,price,1
consumer price index,price increases,2,2,consumer | consumer price | index | price | price index,increases | price | price increases,price,1
costs millions people,people employers government,2,2,costs | costs millions | millions | millions people | people,employers | employers government | government | people | people employers,people,1
could save,save merchants,2,2,could | could save | save,merchants | save | save merchants,save,1
credit cards,credit card,2,2,cards | credit | credit cards,card | credit | credit card,credit,1
cut rates,high interest rates,2,2,cut | cut rates | rates,high | high interest | interest | interest rates | rates,rates,1
data analytics firm,firm helped,2,2,analytics | analytics firm | data | data analytics | firm,firm | firm helped | helped,firm,1
democracy activist,pro democracy,2,2,activist | democracy | democracy activist,democracy | pro | pro democracy,democracy,1
donald trump,trump administration,2,2,donald | donald trump | trump,administration | trump | trump administration,trump,1
doping agency,chinese doping,2,2,agency | doping | doping agency,chinese | chinese doping | doping,doping,1
doping agency,chinese doping case,2,2,agency | doping | doping agency,case | chinese | chinese doping | doping | doping case,doping,1
drug administration,food drug,2,2,administration | drug | drug administration,drug | food | food drug,drug,1
drug costs,costs millions people,2,2,costs | drug | drug costs,costs | costs millions | millions | millions people | people,costs,1
drug costs,managers driving drug,2,2,costs | drug | drug costs,driving | driving drug | drug | managers | managers driving,drug,1
elite chinese,chinese doping,2,2,chinese | elite | elite chinese,chinese | chinese doping | doping,chinese,1
elite chinese,chinese doping case,2,2,chinese | elite | elite chinese,case | chinese | chinese doping | doping | doping case,chinese,1
elite chinese swimmers,chinese doping,2,2,chinese | chinese swimmers | elite | elite chinese | swimmers,chinese | chinese doping | doping,chinese,1
elite chinese swimmers,chinese doping case,2,2,chinese | chinese swimmers | elite | elite chinese | swimmers,case | chinese | chinese doping | doping | doping case,chinese,1
employers government,millions people employers,2,2,employers | employers government | government,employers | millions | millions people | people | people employers,employers,1
european central,central bankers,2,2,central | european | european central,bankers | central | central bankers,central,1
european central bank,central bankers,2,2,bank | central | central bank | european | european central,bankers | central | central bankers,central,1
european union,european leaders,2,2,european | european union | union,european | european leaders | leaders,european,1
far right,right wing,2,2,far | far right | right,right | right wing | wing,right,1
far right party,alternative germany party,2,2,far | far right | party | right | right party,alternative | alternative germany | germany | germany party | party,party,1
far right party,germany party,2,2,far | far right | party | right | right party,germany | germany party | party,party,1
far right party,right national rally,2,2,far | far right | party | right | right party,national | national rally | rally | right | right national,right,1
far right party,right wing,2,2,far | far right | party | right | right party,right | right wing | wing,right,1
federal judge,judge blocks,2,2,federal | federal judge | judge,blocks | judge | judge blocks,judge,1
federal reserve officials,chair federal,2,2,federal | federal reserve | officials | reserve | reserve officials,chair | chair federal | federal,federal,1
federal reserve officials,powell chair federal,2,2,federal | federal reserve | officials | reserve | reserve officials,chair | chair federal | federal | powell | powell chair,federal,1
federal rule,new rule,2,2,federal | federal rule | rule,new | new rule | rule,rule,1
federal rule,rule would,2,2,federal | federal rule | rule,rule | rule would | would,rule,1
federal rule,rule would cap,2,2,federal | federal rule | rule,cap | rule | rule would | would | would cap,rule,1
first black,black artists,2,2,black | first | first black,artists | black | black artists,black,1
four years,years ago,2,2,four | four years | years,ago | years | years ago,years,1
giant pandas,pandas china,2,2,giant | giant pandas | pandas,china | pandas | pandas china,pandas,1
gold medal,olympic gold,2,2,gold | gold medal | medal,gold | olympic | olympic gold,gold,1
hard right,right alternative,2,2,hard | hard right | right,alternative | right | right alternative,right,1
hard right,right alternative germany,2,2,hard | hard right | right,alternative | alternative germany | germany | right | right alternative,right,1
hard right,right party,2,2,hard | hard right | right,party | right | right party,right,1
health care,mental health,2,2,care | health | health care,health | mental | mental health,health,1
households 10 billion,billion year,2,2,10 | 10 billion | billion | households | households 10,billion | billion year | year,billion,1
interest rate,cut interest,2,2,interest | interest rate | rate,cut | cut interest | interest,interest,1
interest rate,cut interest rates,2,2,interest | interest rate | rate,cut | cut interest | interest | interest rates | rates,interest,1
interest rate cuts,cut interest,2,2,cuts | interest | interest rate | rate | rate cuts,cut | cut interest | interest,interest,1
interest rate cuts,cut interest rates,2,2,cuts | interest | interest rate | rate | rate cuts,cut | cut interest | interest | interest rates | rates,interest,1
known data,little known,2,2,data | known | known data,known | little | little known,known,1
linda sun,sun former,2,2,linda | linda sun | sun,former | sun | sun former,sun,1
managers driving,benefit managers,2,2,driving | managers | managers driving,benefit | benefit managers | managers,managers,1
managers driving drug,benefit managers,2,2,driving | driving drug | drug | managers | managers driving,benefit | benefit managers | managers,managers,1
millions people,people employers government,2,2,millions | millions people | people,employers | employers government | government | people | people employers,people,1
new federal,new rule,2,2,federal | new | new federal,new | new rule | rule,new,1
new federal rule,rule would,2,2,federal | federal rule | new | new federal | rule,rule | rule would | would,rule,1
new federal rule,rule would cap,2,2,federal | federal rule | new | new federal | rule,cap | rule | rule would | would | would cap,rule,1
new rule,rule would cap,2,2,new | new rule | rule,cap | rule | rule would | would | would cap,rule,1
new tariffs,tariffs electric,2,2,new | new tariffs | tariffs,electric | tariffs | tariffs electric,tariffs,1
new york,new yorkers,2,2,new | new york | york,new | new yorkers | yorkers,new,1
paris olympics,olympics opening,2,2,olympics | paris | paris olympics,olympics | olympics opening | opening,olympics,1
paris olympics,olympics opening ceremony,2,2,olympics | paris | paris olympics,ceremony | olympics | olympics opening | opening | opening ceremony,olympics,1
paris olympics,paris games,2,2,olympics | paris | paris olympics,games | paris | paris games,paris,1
pharmacy benefit managers,managers driving,2,2,benefit | benefit managers | managers | pharmacy | pharmacy benefit,driving | managers | managers driving,managers,1
pharmacy benefit managers,managers driving drug,2,2,benefit | benefit managers | managers | pharmacy | pharmacy benefit,driving | driving drug | drug | managers | managers driving,managers,1
positive banned,banned substance,2,2,banned | positive | positive banned,banned | banned substance | substance,banned,1
positive powerful,powerful banned,2,2,positive | positive powerful | powerful,banned | powerful | powerful banned,powerful,1
powerful banned substance,positive powerful,2,2,banned | banned substance | powerful | powerful banned | substance,positive | positive powerful | powerful,powerful,1
powerful banned substance,tested positive powerful,2,2,banned | banned substance | powerful | powerful banned | substance,positive | positive powerful | powerful | tested | tested positive,powerful,1
president biden,president william,2,2,biden | president | president biden,president | president william | william,president,1
president biden,president william ruto,2,2,biden | president | president biden,president | president william | ruto | william | william ruto,president,1
president emmanuel,president elect,2,2,emmanuel | president | president emmanuel,elect | president | president elect,president,1
president emmanuel macron,president elect,2,2,emmanuel | emmanuel macron | macron | president | president emmanuel,elect | president | president elect,president,1
president nicolás maduro,mr maduro,2,2,maduro | nicol | nicol maduro | president | president nicol,maduro | mr | mr maduro,maduro,1
price index,price increases,2,2,index | price | price index,increases | price | price increases,price,1
pricing plan,tolling plan,2,2,plan | pricing | pricing plan,plan | tolling | tolling plan,plan,1
rates thursday,rates steady,2,2,rates | rates thursday | thursday,rates | rates steady | steady,rates,1
reserve officials,chair federal reserve,2,2,officials | reserve | reserve officials,chair | chair federal | federal | federal reserve | reserve,reserve,1
right national,far right party,2,2,national | right | right national,far | far right | party | right | right party,right,1
right party,alternative germany party,2,2,party | right | right party,alternative | alternative germany | germany | germany party | party,party,1
right party,far right national,2,2,party | right | right party,far | far right | national | right | right national,right,1
right party,germany party,2,2,party | right | right party,germany | germany party | party,party,1
right party,right national,2,2,party | right | right party,national | right | right national,right,1
right party,right national rally,2,2,party | right | right party,national | national rally | rally | right | right national,right,1
right party,right wing,2,2,party | right | right party,right | right wing | wing,right,1
roughly 10 billion,billion losses,2,2,10 | 10 billion | billion | roughly | roughly 10,billion | billion losses | losses,billion,1
rule would,new rule,2,2,rule | rule would | would,new | new rule | rule,rule,1
rule would,would cap,2,2,rule | rule would | would,cap | would | would cap,would,1
sept 11 2001,11 case,2,2,11 | 11 2001 | 2001 | sept | sept 11,11 | 11 case | case,11,1
seven months,months tokyo,2,2,months | seven | seven months,months | months tokyo | tokyo,months,1
shooting black,black man,2,2,black | shooting | shooting black,black | black man | man,black,1
swimmers tested,23 swimmers,2,2,swimmers | swimmers tested | tested,23 | 23 swimmers | swimmers,swimmers,1
swimmers tested,tested positive powerful,2,2,swimmers | swimmers tested | tested,positive | positive powerful | powerful | tested | tested positive,tested,1
swimmers tested positive,23 swimmers,2,2,positive | swimmers | swimmers tested | tested | tested positive,23 | 23 swimmers | swimmers,swimmers,1
swimmers tested positive,positive powerful,2,2,positive | swimmers | swimmers tested | tested | tested positive,positive | positive powerful | powerful,positive,1
swimmers tested positive,positive powerful banned,2,2,positive | swimmers | swimmers tested | tested | tested positive,banned | positive | positive powerful | powerful | powerful banned,positive,1
tariffs chinese,tariffs electric,2,2,chinese | tariffs | tariffs chinese,electric | tariffs | tariffs electric,tariffs,1
tested positive,positive powerful,2,2,positive | tested | tested positive,positive | positive powerful | powerful,positive,1
tested positive,positive powerful banned,2,2,positive | tested | tested positive,banned | positive | positive powerful | powerful | powerful banned,positive,1
tested positive banned,banned substance,2,2,banned | positive | positive banned | tested | tested positive,banned | banned substance | substance,banned,1
tested positive powerful,powerful banned,2,2,positive | positive powerful | powerful | tested | tested positive,banned | powerful | powerful banned,powerful,1
tests banned,banned drug,2,2,banned | tests | tests banned,banned | banned drug | drug,banned,1
tolling plan,congestion pricing plan,2,2,plan | tolling | tolling plan,congestion | congestion pricing | plan | pricing | pricing plan,plan,1
transit system,public transit,2,2,system | transit | transit system,public | public transit | transit,transit,1
venezuela presidential,venezuela opposition,2,2,presidential | venezuela | venezuela presidential,opposition | venezuela | venezuela opposition,venezuela,1
venezuela presidential,winner venezuela,2,2,presidential | venezuela | venezuela presidential,venezuela | winner | winner venezuela,venezuela,1
venezuela presidential election,winner venezuela,2,2,election | presidential | presidential election | venezuela | venezuela presidential,venezuela | winner | winner venezuela,venezuela,1
west africa,west african,2,2,africa | west | west africa,african | west | west african,west,1
world anti doping,chinese doping,2,2,anti | anti doping | doping | world | world anti,chinese | chinese doping | doping,doping,1
world anti doping,chinese doping case,2,2,anti | anti doping | doping | world | world anti,case | chinese | chinese doping | doping | doping case,doping,1
years ago,four years,2,2,ago | years | years ago,four | four years | years,years,1
years ago,years prison,2,2,ago | years | years ago,prison | years | years prison,years,1
years prison,10 years,2,2,prison | years | years prison,10 | 10 years | years,years,1
23 elite chinese,chinese doping,1,1,23 | 23 elite | chinese | elite | elite chinese,chinese | chinese doping | doping,chinese,1
23 elite chinese,chinese doping case,1,1,23 | 23 elite | chinese | elite | elite chinese,case | chinese | chinese doping | doping | doping case,chinese,1
23 swimmers,23 chinese,1,1,23 | 23 swimmers | swimmers,23 | 23 chinese | chinese,23,1
african country,african nation,1,1,african | african country | country,african | african nation | nation,african,1
african country,west african nation,1,1,african | african country | country,african | african nation | nation | west | west african,african,1
african nation,west african country,1,1,african | african nation | nation,african | african country | country | west | west african,african,1
african nations,united nations,1,1,african | african nations | nations,nations | united | united nations,nations,1
african nations,west african,1,1,african | african nations | nations,african | west | west african,african,1
banned drug,positive powerful banned,1,1,banned | banned drug | drug,banned | positive | positive powerful | powerful | powerful banned,banned,1
banned drug,powerful banned,1,1,banned | banned drug | drug,banned | powerful | powerful banned,banned,1
banned drug,powerful banned substance,1,1,banned | banned drug | drug,banned | banned substance | powerful | powerful banned | substance,banned,1
biden administration,president biden,1,1,administration | biden | biden administration,biden | president | president biden,biden,1
black hispanic,among black,1,1,black | black hispanic | hispanic,among | among black | black,black,1
black women,white women,1,1,black | black women | women,white | white women | women,women,1
cancer society,breast cancer,1,1,cancer | cancer society | society,breast | breast cancer | cancer,cancer,1
chinese swimmers,23 swimmers,1,1,chinese | chinese swimmers | swimmers,23 | 23 swimmers | swimmers,swimmers,1
chinese swimmers,top chinese,1,1,chinese | chinese swimmers | swimmers,chinese | top | top chinese,chinese,1
chinese swimmers tested,23 swimmers,1,1,chinese | chinese swimmers | swimmers | swimmers tested | tested,23 | 23 swimmers | swimmers,swimmers,1
chinese swimmers tested,top chinese,1,1,chinese | chinese swimmers | swimmers | swimmers tested | tested,chinese | top | top chinese,chinese,1
conservative party,conservative government,1,1,conservative | conservative party | party,conservative | conservative government | government,conservative,1
consumer price,consumer prices,1,1,consumer | consumer price | price,consumer | consumer prices | prices,consumer,1
consumer price index,consumer prices,1,1,consumer | consumer price | index | price | price index,consumer | consumer prices | prices,consumer,1
credit card,using credit,1,1,card | credit | credit card,credit | using | using credit,credit,1
credit card,using credit cards,1,1,card | credit | credit card,cards | credit | credit cards | using | using credit,credit,1
credit cards,using credit,1,1,cards | credit | credit cards,credit | using | using credit,credit,1
cut interest,cutting interest,1,1,cut | cut interest | interest,cutting | cutting interest | interest,interest,1
cut interest,cutting interest rates,1,1,cut | cut interest | interest,cutting | cutting interest | interest | interest rates | rates,interest,1
cut interest,lower interest,1,1,cut | cut interest | interest,interest | lower | lower interest,interest,1
cut interest,lower interest rates,1,1,cut | cut interest | interest,interest | interest rates | lower | lower interest | rates,interest,1
cut interest rates,cutting interest,1,1,cut | cut interest | interest | interest rates | rates,cutting | cutting interest | interest,interest,1
cut interest rates,lower interest,1,1,cut | cut interest | interest | interest rates | rates,interest | lower | lower interest,interest,1
cut interest rates,mortgage rates,1,1,cut | cut interest | interest | interest rates | rates,mortgage | mortgage rates | rates,rates,1
cut rates,rates thursday,1,1,cut | cut rates | rates,rates | rates thursday | thursday,rates,1
cut rates,rates unchanged,1,1,cut | cut rates | rates,rates | rates unchanged | unchanged,rates,1
democracy activist,democracy activists,1,1,activist | democracy | democracy activist,activists | democracy | democracy activists,democracy,1
drug administration,administration thursday,1,1,administration | drug | drug administration,administration | administration thursday | thursday,administration,1
eight people,five people,1,1,eight | eight people | people,five | five people | people,people,1
