source,target,value,shared_articles_count,source_tokens,target_tokens,overlap_tokens,overlap_count
consumer financial protection,protection bureau,6,0,consumer | consumer financial | financial | financial protection | protection,bureau | protection | protection bureau,protection,1
eat burning,part eat,6,0,burning | eat | eat burning,eat | part | part eat,eat,1
eat burning planet,part eat,6,0,burning | burning planet | eat | eat burning | planet,eat | part | part eat,eat,1
elite chinese swimmers,swimmers tested,6,0,chinese | chinese swimmers | elite | elite chinese | swimmers,swimmers | swimmers tested | tested,swimmers,1
financial protection,protection bureau,6,0,financial | financial protection | protection,bureau | protection | protection bureau,protection,1
gaza israel,israel military,6,0,gaza | gaza israel | israel,israel | israel military | military,israel,1
gaza israel,israel said,6,0,gaza | gaza israel | israel,israel,israel,1
hamas led,israel hamas,6,0,hamas | hamas led | led,hamas | israel | israel hamas,hamas,1
including titles,review including,6,0,including | including titles | titles,including | review | review including,including,1
interest rate cuts,rate cut,6,0,cuts | interest | interest rate | rate | rate cuts,cut | rate | rate cut,rate,1
israeli airstrike,killed israeli,6,0,airstrike | israeli | israeli airstrike,israeli | killed | killed israeli,israeli,1
israeli airstrikes,israeli military,6,0,airstrikes | israeli | israeli airstrikes,israeli | israeli military | military,israeli,1
khalid shaikh,shaikh mohammed,6,0,khalid | khalid shaikh | shaikh,mohammed | shaikh | shaikh mohammed,shaikh,1
loss drugs,weight loss,6,0,drugs | loss | loss drugs,loss | weight | weight loss,loss,1
mr maduro,nicolás maduro,6,0,maduro | mr | mr maduro,maduro | nicol | nicol maduro,maduro,1
seekers rwanda,send asylum seekers,6,0,rwanda | seekers | seekers rwanda,asylum | asylum seekers | seekers | send | send asylum,seekers,1
three years,years ago,6,0,three | three years | years,ago | years | years ago,years,1
trade war,war china,6,0,trade | trade war | war,china | war | war china,war,1
trump said,trump trump,6,0,trump,trump | trump trump,trump,1
two years,years ago,6,0,two | two years | years,ago | years | years ago,years,1
war gaza,war israel,6,0,gaza | war | war gaza,israel | war | war israel,war,1
abortion access,abortion rights,5,0,abortion | abortion access | access,abortion | abortion rights | rights,abortion,1
abortion pill,anti abortion,5,0,abortion | abortion pill | pill,abortion | anti | anti abortion,abortion,1
african national,national congress,5,0,african | african national | national,congress | national | national congress,national,1
assange wikileaks,julian assange,5,0,assange | assange wikileaks | wikileaks,assange | julian | julian assange,assange,1
assange wikileaks,wikileaks founder,5,0,assange | assange wikileaks | wikileaks,founder | wikileaks | wikileaks founder,wikileaks,1
assange wikileaks founder,julian assange,5,0,assange | assange wikileaks | founder | wikileaks | wikileaks founder,assange | julian | julian assange,assange,1
attack israel,israel military,5,0,attack | attack israel | israel,israel | israel military | military,israel,1
attack israel,israel said,5,0,attack | attack israel | israel,israel,israel,1
au prince,port au,5,0,au | au prince | prince,au | port | port au,au,1
benefit managers,pharmacy benefit,5,0,benefit | benefit managers | managers,benefit | pharmacy | pharmacy benefit,benefit,1
biden administration,president biden,5,0,administration | biden | biden administration,biden | president | president biden,biden,1
biden administration,president biden,5,0,administration | biden | biden administration,biden | president | president biden,biden,1
chief executive,unitedhealthcare chief,5,0,chief | chief executive | executive,chief | unitedhealthcare | unitedhealthcare chief,chief,1
chinese communist,communist party,5,0,chinese | chinese communist | communist,communist | communist party | party,communist,1
chinese doping,chinese swimmers,5,0,chinese | chinese doping | doping,chinese | chinese swimmers | swimmers,chinese,1
chinese doping,chinese swimmers tested,5,0,chinese | chinese doping | doping,chinese | chinese swimmers | swimmers | swimmers tested | tested,chinese,1
chinese doping case,chinese swimmers,5,0,case | chinese | chinese doping | doping | doping case,chinese | chinese swimmers | swimmers,chinese,1
chinese doping case,chinese swimmers tested,5,0,case | chinese | chinese doping | doping | doping case,chinese | chinese swimmers | swimmers | swimmers tested | tested,chinese,1
climate change,climate summit,5,0,change | climate | climate change,climate | climate summit | summit,climate,1
climate change,nations climate,5,0,change | climate | climate change,climate | nations | nations climate,climate,1
climate change,united nations climate,5,0,change | climate | climate change,climate | nations | nations climate | united | united nations,climate,1
climate talks,global climate,5,0,climate | climate talks | talks,climate | global | global climate,climate,1
climate talks,nations climate,5,0,climate | climate talks | talks,climate | nations | nations climate,climate,1
climate talks,united nations climate,5,0,climate | climate talks | talks,climate | nations | nations climate | united | united nations,climate,1
electric cars,tariffs electric,5,0,cars | electric | electric cars,electric | tariffs | tariffs electric,electric,1
far right,right alternative,5,0,far | far right | right,alternative | right | right alternative,right,1
far right,right alternative germany,5,0,far | far right | right,alternative | alternative germany | germany | right | right alternative,right,1
gaza israel,gaza strip,5,0,gaza | gaza israel | israel,gaza | gaza strip | strip,gaza,1
gaza israel,israel hamas,5,0,gaza | gaza israel | israel,hamas | israel | israel hamas,israel,1
gaza israel,war gaza,5,0,gaza | gaza israel | israel,gaza | war | war gaza,gaza,1
heat wave,heat waves,5,0,heat | heat wave | wave,heat | heat waves | waves,heat,1
hochul new,new york,5,0,hochul | hochul new | new,new | new york | york,new,1
hong kong,kong intelligence,5,0,hong | hong kong | kong,intelligence | kong | kong intelligence,kong,1
hong kong,kong intelligence service,5,0,hong | hong kong | kong,intelligence | intelligence service | kong | kong intelligence | service,kong,1
hong kong intelligence,intelligence service,5,0,hong | hong kong | intelligence | kong | kong intelligence,intelligence | intelligence service | service,intelligence,1
india prime,prime minister,5,0,india | india prime | prime,minister | prime | prime minister,prime,1
intelligence service,kong intelligence,5,0,intelligence | intelligence service | service,intelligence | kong | kong intelligence,intelligence,1
israeli military said,killed israeli,5,0,israeli | israeli military | military,israeli | killed | killed israeli,israeli,1
julian assange wikileaks,wikileaks founder,5,0,assange | assange wikileaks | julian | julian assange | wikileaks,founder | wikileaks | wikileaks founder,wikileaks,1
justin trudeau,trudeau canada,5,0,justin | justin trudeau | trudeau,canada | trudeau | trudeau canada,trudeau,1
justin trudeau,trudeau trudeau canada,5,0,justin | justin trudeau | trudeau,canada | trudeau | trudeau canada | trudeau trudeau,trudeau,1
justin trudeau trudeau,trudeau canada,5,0,justin | justin trudeau | trudeau | trudeau trudeau,canada | trudeau | trudeau canada,trudeau,1
kathy hochul new,new york,5,0,hochul | hochul new | kathy | kathy hochul | new,new | new york | york,new,1
metropolitan transportation,transportation authority,5,0,metropolitan | metropolitan transportation | transportation,authority | transportation | transportation authority,transportation,1
minister rishi,prime minister,5,0,minister | minister rishi | rishi,minister | prime | prime minister,minister,1
minister rishi,rishi sunak,5,0,minister | minister rishi | rishi,rishi | rishi sunak | sunak,rishi,1
minister rishi sunak,prime minister,5,0,minister | minister rishi | rishi | rishi sunak | sunak,minister | prime | prime minister,minister,1
mr trump,trump said,5,0,mr | mr trump | trump,trump,trump,1
mr trump,trump trump,5,0,mr | mr trump | trump,trump | trump trump,trump,1
new books,new york,5,0,books | new | new books,new | new york | york,new,1
percent year,year earlier,5,0,percent | percent year | year,earlier | year | year earlier,year,1
president biden,president elect,5,0,biden | president | president biden,elect | president | president elect,president,1
presidential election,venezuela presidential,5,0,election | presidential | presidential election,presidential | venezuela | venezuela presidential,presidential,1
prime justin trudeau,trudeau canada,5,0,justin | justin trudeau | prime | prime justin | trudeau,canada | trudeau | trudeau canada,trudeau,1
prime justin trudeau,trudeau trudeau canada,5,0,justin | justin trudeau | prime | prime justin | trudeau,canada | trudeau | trudeau canada | trudeau trudeau,trudeau,1
prime minister rishi,rishi sunak,5,0,minister | minister rishi | prime | prime minister | rishi,rishi | rishi sunak | sunak,rishi,1
race massacre,tulsa race,5,0,massacre | race | race massacre,race | tulsa | tulsa race,race,1
rates steady,rates unchanged,5,0,rates | rates steady | steady,rates | rates unchanged | unchanged,rates,1
storm debby,tropical storm,5,0,debby | storm | storm debby,storm | tropical | tropical storm,storm,1
trudeau canada,trudeau trudeau,5,0,canada | trudeau | trudeau canada,trudeau | trudeau trudeau,trudeau,1
23 elite chinese,chinese swimmers tested,4,0,23 | 23 elite | chinese | elite | elite chinese,chinese | chinese swimmers | swimmers | swimmers tested | tested,chinese,1
23 swimmers,swimmers tested positive,4,0,23 | 23 swimmers | swimmers,positive | swimmers | swimmers tested | tested | tested positive,swimmers,1
action lawsuit,class action,4,0,action | action lawsuit | lawsuit,action | class | class action,action,1
alternative germany party,right alternative,4,0,alternative | alternative germany | germany | germany party | party,alternative | right | right alternative,alternative,1
archegos capital,capital management,4,0,archegos | archegos capital | capital,capital | capital management | management,capital,1
attack israel,israel war,4,0,attack | attack israel | israel,israel | israel war | war,israel,1
austin iii,lloyd austin,4,0,austin | austin iii | iii,austin | lloyd | lloyd austin,austin,1
austin iii,secretary lloyd austin,4,0,austin | austin iii | iii,austin | lloyd | lloyd austin | secretary | secretary lloyd,austin,1
authoritarian president,president nicolás,4,0,authoritarian | authoritarian president | president,nicol | president | president nicol,president,1
canadian elections,interference canadian,4,0,canadian | canadian elections | elections,canadian | interference | interference canadian,canadian,1
central bankers,european central bank,4,0,bankers | central | central bankers,bank | central | central bank | european | european central,central,1
climate change,climate crisis,4,0,change | climate | climate change,climate | climate crisis | crisis,climate,1
climate change,climate policy,4,0,change | climate | climate change,climate | climate policy | policy,climate,1
climate change,climate talks,4,0,change | climate | climate change,climate | climate talks | talks,climate,1
climate summit,nations climate,4,0,climate | climate summit | summit,climate | nations | nations climate,climate,1
climate summit,united nations climate,4,0,climate | climate summit | summit,climate | nations | nations climate | united | united nations,climate,1
cut interest rates,interest rate,4,0,cut | cut interest | interest | interest rates | rates,interest | interest rate | rate,interest,1
cut rates,lower interest rates,4,0,cut | cut rates | rates,interest | interest rates | lower | lower interest | rates,rates,1
cut rates,rate cut,4,0,cut | cut rates | rates,cut | rate | rate cut,cut,1
defense secretary,secretary lloyd,4,0,defense | defense secretary | secretary,lloyd | secretary | secretary lloyd,secretary,1
defense secretary,secretary lloyd austin,4,0,defense | defense secretary | secretary,austin | lloyd | lloyd austin | secretary | secretary lloyd,secretary,1
defense secretary lloyd,lloyd austin,4,0,defense | defense secretary | lloyd | secretary | secretary lloyd,austin | lloyd | lloyd austin,lloyd,1
extreme heat,heat wave,4,0,extreme | extreme heat | heat,heat | heat wave | wave,heat,1
extreme heat,heat waves,4,0,extreme | extreme heat | heat,heat | heat waves | waves,heat,1
federal reserve officials,powell chair federal,4,0,federal | federal reserve | officials | reserve | reserve officials,chair | chair federal | federal | powell | powell chair,federal,1
federal rule,new federal,4,0,federal | federal rule | rule,federal | new | new federal,federal,1
first term,second term,4,0,first | first term | term,second | second term | term,term,1
foreign interference,interference canadian,4,0,foreign | foreign interference | interference,canadian | interference | interference canadian,interference,1
former president,president biden,4,0,former | former president | president,biden | president | president biden,president,1
fossil fuel,fossil fuels,4,0,fossil | fossil fuel | fuel,fossil | fossil fuels | fuels,fossil,1
gaza city,gaza strip,4,0,city | gaza | gaza city,gaza | gaza strip | strip,gaza,1
gaza israel,northern gaza,4,0,gaza | gaza israel | israel,gaza | northern | northern gaza,gaza,1
gaza war,israel war,4,0,gaza | gaza war | war,israel | israel war | war,war,1
germany party,right alternative germany,4,0,germany | germany party | party,alternative | alternative germany | germany | right | right alternative,germany,1
global warming,planet warming,4,0,global | global warming | warming,planet | planet warming | warming,warming,1
holiday shopping,shopping season,4,0,holiday | holiday shopping | shopping,season | shopping | shopping season,shopping,1
interest rates,mortgage rates,4,0,interest | interest rates | rates,mortgage | mortgage rates | rates,rates,1
israel hamas,israel said,4,0,hamas | israel | israel hamas,israel,israel,1
israeli airstrike,israeli military said,4,0,airstrike | israeli | israeli airstrike,israeli | israeli military | military,israeli,1
israeli officials,israeli strike,4,0,israeli | israeli officials | officials,israeli | israeli strike | strike,israeli,1
israeli soccer,soccer match,4,0,israeli | israeli soccer | soccer,match | soccer | soccer match,soccer,1
israeli soccer fans,soccer match,4,0,fans | israeli | israeli soccer | soccer | soccer fans,match | soccer | soccer match,soccer,1
job market,labor market,4,0,job | job market | market,labor | labor market | market,market,1
kenyan police,police officers,4,0,kenyan | kenyan police | police,officers | police | police officers,police,1
league baseball,major league,4,0,baseball | league | league baseball,league | major | major league,league,1
lloyd austin,secretary lloyd,4,0,austin | lloyd | lloyd austin,lloyd | secretary | secretary lloyd,lloyd,1
national security,security law,4,0,national | national security | security,law | security | security law,security,1
new study,study finds,4,0,new | new study | study,finds | study | study finds,study,1
new tariffs,tariffs chinese,4,0,new | new tariffs | tariffs,chinese | tariffs | tariffs chinese,tariffs,1
nuclear power,power plants,4,0,nuclear | nuclear power | power,plants | power | power plants,power,1
positive powerful,swimmers tested positive,4,0,positive | positive powerful | powerful,positive | swimmers | swimmers tested | tested | tested positive,positive,1
positive powerful banned,swimmers tested positive,4,0,banned | positive | positive powerful | powerful | powerful banned,positive | swimmers | swimmers tested | tested | tested positive,positive,1
president william,william ruto,4,0,president | president william | william,ruto | william | william ruto,william,1
prime justin,prime minister,4,0,justin | prime | prime justin,minister | prime | prime minister,prime,1
prime justin trudeau,prime minister,4,0,justin | justin trudeau | prime | prime justin | trudeau,minister | prime | prime minister,prime,1
russia ukraine,war russia,4,0,russia | russia ukraine | ukraine,russia | war | war russia,russia,1
russian forces,ukrainian forces,4,0,forces | russian | russian forces,forces | ukrainian | ukrainian forces,forces,1
soccer fans,soccer match,4,0,fans | soccer | soccer fans,match | soccer | soccer match,soccer,1
street banks,wall street,4,0,banks | street | street banks,street | wall | wall street,street,1
trump administration,trump trump,4,0,administration | trump | trump administration,trump | trump trump,trump,1
23 chinese,chinese doping,3,0,23 | 23 chinese | chinese,chinese | chinese doping | doping,chinese,1
23 chinese,chinese doping case,3,0,23 | 23 chinese | chinese,case | chinese | chinese doping | doping | doping case,chinese,1
23 chinese,chinese swimmers,3,0,23 | 23 chinese | chinese,chinese | chinese swimmers | swimmers,chinese,1
23 chinese,chinese swimmers tested,3,0,23 | 23 chinese | chinese,chinese | chinese swimmers | swimmers | swimmers tested | tested,chinese,1
23 chinese swimmers,chinese doping,3,0,23 | 23 chinese | chinese | chinese swimmers | swimmers,chinese | chinese doping | doping,chinese,1
23 chinese swimmers,chinese doping case,3,0,23 | 23 chinese | chinese | chinese swimmers | swimmers,case | chinese | chinese doping | doping | doping case,chinese,1
23 chinese swimmers,swimmers tested,3,0,23 | 23 chinese | chinese | chinese swimmers | swimmers,swimmers | swimmers tested | tested,swimmers,1
abortion access,abortion ban,3,0,abortion | abortion access | access,abortion | abortion ban | ban,abortion,1
abortion bans,anti abortion,3,0,abortion | abortion bans | bans,abortion | anti | anti abortion,abortion,1
abortion pill,abortion rights,3,0,abortion | abortion pill | pill,abortion | abortion rights | rights,abortion,1
according new,new research,3,0,according | according new | new,new | new research | research,new,1
according new,new study,3,0,according | according new | new,new | new study | study,new,1
accused mastermind,man accused,3,0,accused | accused mastermind | mastermind,accused | man | man accused,accused,1
accused plotting,man accused,3,0,accused | accused plotting | plotting,accused | man | man accused,accused,1
analytics firm,data analytics,3,0,analytics | analytics firm | firm,analytics | data | data analytics,analytics,1
anti doping,doping case,3,0,anti | anti doping | doping,case | doping | doping case,doping,1
anti doping agency,doping case,3,0,agency | anti | anti doping | doping | doping agency,case | doping | doping case,doping,1
antidoping regulator,global antidoping,3,0,antidoping | antidoping regulator | regulator,antidoping | global | global antidoping,antidoping,1
assisting hong,hong kong,3,0,assisting | assisting hong | hong,hong | hong kong | kong,hong,1
assisting hong,hong kong intelligence,3,0,assisting | assisting hong | hong,hong | hong kong | intelligence | kong | kong intelligence,hong,1
black men,black voters,3,0,black | black men | men,black | black voters | voters,black,1
card late,credit card,3,0,card | card late | late,card | credit | credit card,card,1
card late,late fees,3,0,card | card late | late,fees | late | late fees,late,1
central bank,central bankers,3,0,bank | central | central bank,bankers | central | central bankers,central,1
child labor,labor department,3,0,child | child labor | labor,department | labor | labor department,labor,1
chinese electric,electric cars,3,0,chinese | chinese electric | electric,cars | electric | electric cars,electric,1
chip manufacturing,semiconductor manufacturing,3,0,chip | chip manufacturing | manufacturing,manufacturing | semiconductor | semiconductor manufacturing,manufacturing,1
climate summit,climate talks,3,0,climate | climate summit | summit,climate | climate talks | talks,climate,1
credit card late,late fees,3,0,card | card late | credit | credit card | late,fees | late | late fees,late,1
cut rates,cutting interest rates,3,0,cut | cut rates | rates,cutting | cutting interest | interest | interest rates | rates,rates,1
democracy activists,pro democracy,3,0,activists | democracy | democracy activists,democracy | pro | pro democracy,democracy,1
doping agency,doping case,3,0,agency | doping | doping agency,case | doping | doping case,doping,1
doping case,world anti doping,3,0,case | doping | doping case,anti | anti doping | doping | world | world anti,doping,1
drove vehicle,man drove,3,0,drove | drove vehicle | vehicle,drove | man | man drove,drove,1
drove vehicle,vehicle crowd,3,0,drove | drove vehicle | vehicle,crowd | vehicle | vehicle crowd,vehicle,1
drove vehicle crowd,man drove,3,0,crowd | drove | drove vehicle | vehicle | vehicle crowd,drove | man | man drove,drove,1
eastern ukraine,ukraine war,3,0,eastern | eastern ukraine | ukraine,ukraine | ukraine war | war,ukraine,1
electric car,electric cars,3,0,car | electric | electric car,cars | electric | electric cars,electric,1
electric car,electric vehicles,3,0,car | electric | electric car,electric | electric vehicles | vehicles,electric,1
end war,ukraine war,3,0,end | end war | war,ukraine | ukraine war | war,war,1
end war,war russia,3,0,end | end war | war,russia | war | war russia,war,1
entertainment concert,live nation entertainment,3,0,concert | entertainment | entertainment concert,entertainment | live | live nation | nation | nation entertainment,entertainment,1
entertainment concert,nation entertainment,3,0,concert | entertainment | entertainment concert,entertainment | nation | nation entertainment,entertainment,1
european parliament,european union,3,0,european | european parliament | parliament,european | european union | union,european,1
far right,hard right,3,0,far | far right | right,hard | hard right | right,right,1
fatal shooting,shooting black,3,0,fatal | fatal shooting | shooting,black | shooting | shooting black,shooting,1
gaza israel,gaza war,3,0,gaza | gaza israel | israel,gaza | gaza war | war,gaza,1
gaza israel,southern gaza,3,0,gaza | gaza israel | israel,gaza | southern | southern gaza,gaza,1
gaza strip,gaza war,3,0,gaza | gaza strip | strip,gaza | gaza war | war,gaza,1
gaza war,war israel,3,0,gaza | gaza war | war,israel | war | war israel,war,1
global climate,nations climate,3,0,climate | global | global climate,climate | nations | nations climate,climate,1
global climate,united nations climate,3,0,climate | global | global climate,climate | nations | nations climate | united | united nations,climate,1
invasion ukraine,ukraine war,3,0,invasion | invasion ukraine | ukraine,ukraine | ukraine war | war,ukraine,1
israel hezbollah,israel military,3,0,hezbollah | israel | israel hezbollah,israel | israel military | military,israel,1
israel hezbollah,israel war,3,0,hezbollah | israel | israel hezbollah,israel | israel war | war,israel,1
israeli airstrike,israeli airstrikes,3,0,airstrike | israeli | israeli airstrike,airstrikes | israeli | israeli airstrikes,israeli,1
israeli airstrikes,israeli forces,3,0,airstrikes | israeli | israeli airstrikes,forces | israeli | israeli forces,israeli,1
israeli military said,israeli officials,3,0,israeli | israeli military | military,israeli | israeli officials | officials,israeli,1
justice department,police department,3,0,department | justice | justice department,department | police | police department,department,1
live nation,nation entertainment,3,0,live | live nation | nation,entertainment | nation | nation entertainment,nation,1
live nation,nation entertainment concert,3,0,live | live nation | nation,concert | entertainment | entertainment concert | nation | nation entertainment,nation,1
losses wall,wall street,3,0,losses | losses wall | wall,street | wall | wall street,wall,1
losses wall,wall street banks,3,0,losses | losses wall | wall,banks | street | street banks | wall | wall street,wall,1
losses wall street,street banks,3,0,losses | losses wall | street | wall | wall street,banks | street | street banks,street,1
man drove vehicle,vehicle crowd,3,0,drove | drove vehicle | man | man drove | vehicle,crowd | vehicle | vehicle crowd,vehicle,1
mays died,willie mays,3,0,died | mays | mays died,mays | willie | willie mays,mays,1
millions dollars,tens millions,3,0,dollars | millions | millions dollars,millions | tens | tens millions,millions,1
national security,security trial,3,0,national | national security | security,security | security trial | trial,security,1
new york,new yorkers,3,0,new | new york | york,new | new yorkers | yorkers,new,1
olympics opening,opening ceremony,3,0,olympics | olympics opening | opening,ceremony | opening | opening ceremony,opening,1
percent year,rose percent,3,0,percent | percent year | year,percent | rose | rose percent,percent,1
positive banned,positive tests,3,0,banned | positive | positive banned,positive | positive tests | tests,positive,1
positive banned drug,positive tests,3,0,banned | banned drug | drug | positive | positive banned,positive | positive tests | tests,positive,1
positive tests,tested positive banned,3,0,positive | positive tests | tests,banned | positive | positive banned | tested | tested positive,positive,1
positive tests,tests banned,3,0,positive | positive tests | tests,banned | tests | tests banned,tests,1
president elect,vice president,3,0,elect | president | president elect,president | vice | vice president,president,1
support ukraine,ukraine war,3,0,support | support ukraine | ukraine,ukraine | ukraine war | war,ukraine,1
tariffs chinese,trump tariffs,3,0,chinese | tariffs | tariffs chinese,tariffs | trump | trump tariffs,tariffs,1
trump administration,trump said,3,0,administration | trump | trump administration,trump,trump,1
ukrainian forces,ukrainian officials,3,0,forces | ukrainian | ukrainian forces,officials | ukrainian | ukrainian officials,ukrainian,1
united nations,united states,3,0,nations | united | united nations,states | united | united states,united,1
war russia,war ukraine,3,0,russia | war | war russia,ukraine | war | war ukraine,war,1
10 billion,billion losses,2,0,10 | 10 billion | billion,billion | billion losses | losses,billion,1
10 billion,billion year,2,0,10 | 10 billion | billion,billion | billion year | year,billion,1
10 billion,households 10,2,0,10 | 10 billion | billion,10 | households | households 10,10,1
10 billion,roughly 10,2,0,10 | 10 billion | billion,10 | roughly | roughly 10,10,1
10 billion losses,losses wall,2,0,10 | 10 billion | billion | billion losses | losses,losses | losses wall | wall,losses,1
10 billion losses,losses wall street,2,0,10 | 10 billion | billion | billion losses | losses,losses | losses wall | street | wall | wall street,losses,1
10 billion losses,roughly 10,2,0,10 | 10 billion | billion | billion losses | losses,10 | roughly | roughly 10,10,1
10 billion year,households 10,2,0,10 | 10 billion | billion | billion year | year,10 | households | households 10,10,1
10 years,years prison,2,0,10 | 10 years | years,prison | years | years prison,years,1
11 2001,11 case,2,0,11 | 11 2001 | 2001,11 | 11 case | case,11,1
11 case,sept 11 2001,2,0,11 | 11 case | case,11 | 11 2001 | 2001 | sept | sept 11,11,1
23 swimmers,swimmers tested,2,0,23 | 23 swimmers | swimmers,swimmers | swimmers tested | tested,swimmers,1
accused mastermind,accused plotting,2,0,accused | accused mastermind | mastermind,accused | accused plotting | plotting,accused,1
administration thursday,biden administration,2,0,administration | administration thursday | thursday,administration | biden | biden administration,administration,1
alternative germany party,far right party,2,0,alternative | alternative germany | germany | germany party | party,far | far right | party | right | right party,party,1
alternative germany party,right party,2,0,alternative | alternative germany | germany | germany party | party,party | right | right party,party,1
analytics firm,firm helped,2,0,analytics | analytics firm | firm,firm | firm helped | helped,firm,1
anti doping,chinese doping,2,0,anti | anti doping | doping,chinese | chinese doping | doping,doping,1
anti doping,chinese doping case,2,0,anti | anti doping | doping,case | chinese | chinese doping | doping | doping case,doping,1
anti doping agency,chinese doping,2,0,agency | anti | anti doping | doping | doping agency,chinese | chinese doping | doping,doping,1
anti doping agency,chinese doping case,2,0,agency | anti | anti doping | doping | doping agency,case | chinese | chinese doping | doping | doping case,doping,1
anti immigrant,anti immigration,2,0,anti | anti immigrant | immigrant,anti | anti immigration | immigration,anti,1
archegos capital,collapse archegos,2,0,archegos | archegos capital | capital,archegos | collapse | collapse archegos,archegos,1
archegos capital management,collapse archegos,2,0,archegos | archegos capital | capital | capital management | management,archegos | collapse | collapse archegos,archegos,1
armed gangs,haiti gangs,2,0,armed | armed gangs | gangs,gangs | haiti | haiti gangs,gangs,1
banned drug,banned substance,2,0,banned | banned drug | drug,banned | banned substance | substance,banned,1
banned drug,positive tests banned,2,0,banned | banned drug | drug,banned | positive | positive tests | tests | tests banned,banned,1
banned drug,tests banned,2,0,banned | banned drug | drug,banned | tests | tests banned,banned,1
banned substance,positive banned,2,0,banned | banned substance | substance,banned | positive | positive banned,banned,1
banned substance,positive banned drug,2,0,banned | banned substance | substance,banned | banned drug | drug | positive | positive banned,banned,1
banned substance,positive powerful banned,2,0,banned | banned substance | substance,banned | positive | positive powerful | powerful | powerful banned,banned,1
banned substance,powerful banned,2,0,banned | banned substance | substance,banned | powerful | powerful banned,banned,1
banned substance,tested positive banned,2,0,banned | banned substance | substance,banned | positive | positive banned | tested | tested positive,banned,1
became first,first black,2,0,became | became first | first,black | first | first black,first,1
benefit managers,managers driving,2,0,benefit | benefit managers | managers,driving | managers | managers driving,managers,1
benefit managers,managers driving drug,2,0,benefit | benefit managers | managers,driving | driving drug | drug | managers | managers driving,managers,1
billion losses,losses wall,2,0,billion | billion losses | losses,losses | losses wall | wall,losses,1
billion losses,losses wall street,2,0,billion | billion losses | losses,losses | losses wall | street | wall | wall street,losses,1
billion losses,roughly 10 billion,2,0,billion | billion losses | losses,10 | 10 billion | billion | roughly | roughly 10,billion,1
billion year,households 10 billion,2,0,billion | billion year | year,10 | 10 billion | billion | households | households 10,billion,1
black artists,first black,2,0,artists | black | black artists,black | first | first black,black,1
black man,shooting black,2,0,black | black man | man,black | shooting | shooting black,black,1
black men,older black,2,0,black | black men | men,black | older | older black,black,1
capital management,collapse archegos capital,2,0,capital | capital management | management,archegos | archegos capital | capital | collapse | collapse archegos,capital,1
chinese athletes,chinese swimmers,2,0,athletes | chinese | chinese athletes,chinese | chinese swimmers | swimmers,chinese,1
chinese doping,doping agency,2,0,chinese | chinese doping | doping,agency | doping | doping agency,doping,1
chinese doping,elite chinese,2,0,chinese | chinese doping | doping,chinese | elite | elite chinese,chinese,1
chinese doping,elite chinese swimmers,2,0,chinese | chinese doping | doping,chinese | chinese swimmers | elite | elite chinese | swimmers,chinese,1
chinese doping,world anti doping,2,0,chinese | chinese doping | doping,anti | anti doping | doping | world | world anti,doping,1
chinese doping case,doping agency,2,0,case | chinese | chinese doping | doping | doping case,agency | doping | doping agency,doping,1
chinese doping case,elite chinese,2,0,case | chinese | chinese doping | doping | doping case,chinese | elite | elite chinese,chinese,1
chinese doping case,elite chinese swimmers,2,0,case | chinese | chinese doping | doping | doping case,chinese | chinese swimmers | elite | elite chinese | swimmers,chinese,1
chinese doping case,world anti doping,2,0,case | chinese | chinese doping | doping | doping case,anti | anti doping | doping | world | world anti,doping,1
chinese electric,tariffs electric,2,0,chinese | chinese electric | electric,electric | tariffs | tariffs electric,electric,1
chinese swimmers tested,tested positive powerful,2,0,chinese | chinese swimmers | swimmers | swimmers tested | tested,positive | positive powerful | powerful | tested | tested positive,tested,1
congestion pricing plan,tolling plan,2,0,congestion | congestion pricing | plan | pricing | pricing plan,plan | tolling | tolling plan,plan,1
consumer price,price increases,2,0,consumer | consumer price | price,increases | price | price increases,price,1
consumer price index,price increases,2,0,consumer | consumer price | index | price | price index,increases | price | price increases,price,1
costs millions people,drug costs,2,0,costs | costs millions | millions | millions people | people,costs | drug | drug costs,costs,1
costs millions people,people employers government,2,0,costs | costs millions | millions | millions people | people,employers | employers government | government | people | people employers,people,1
could save,save merchants,2,0,could | could save | save,merchants | save | save merchants,save,1
credit card,credit cards,2,0,card | credit | credit card,cards | credit | credit cards,credit,1
cut interest rates,cutting interest,2,0,cut | cut interest | interest | interest rates | rates,cutting | cutting interest | interest,interest,1
cut interest rates,lower interest,2,0,cut | cut interest | interest | interest rates | rates,interest | lower | lower interest,interest,1
cut interest rates,mortgage rates,2,0,cut | cut interest | interest | interest rates | rates,mortgage | mortgage rates | rates,rates,1
cut rates,high interest rates,2,0,cut | cut rates | rates,high | high interest | interest | interest rates | rates,rates,1
data analytics firm,firm helped,2,0,analytics | analytics firm | data | data analytics | firm,firm | firm helped | helped,firm,1
democracy activist,pro democracy,2,0,activist | democracy | democracy activist,democracy | pro | pro democracy,democracy,1
donald trump,trump administration,2,0,donald | donald trump | trump,administration | trump | trump administration,trump,1
drug administration,food drug,2,0,administration | drug | drug administration,drug | food | food drug,drug,1
drug costs,managers driving drug,2,0,costs | drug | drug costs,driving | driving drug | drug | managers | managers driving,drug,1
employers government,millions people employers,2,0,employers | employers government | government,employers | millions | millions people | people | people employers,employers,1
european leaders,european union,2,0,european | european leaders | leaders,european | european union | union,european,1
